transaction_id,auth_code,card_id,account_id,merchant_id,merchant_name,mcc,amount,currency,entry_mode,pos_country,event_ts,response_code,event_type,dispute_reason_code,merchant_fraud_rate_lifetime,card_txn_count_next_24h
T210000000142,A21000863019,C0090841,AC0045420,M0011,Pappadeaux  DENTON TX,5812,38.53,USD,SWIPE,US,2024-09-16 00:42:26,APPROVED,AUTH,NONE,0.0013375350849638764,0
T210000000143,A21001961505,C0029443,AC0014721,M0035,petsmart DALLAS TX,5995,32.13,USD,CONTACTLESS,US,2024-02-13 07:24:30,APPROVED,AUTH,NONE,0.0018236527765113522,1
T210000000144,A21000280941,C0021793,AC0010896,M0004,Target  DALLAS TX,,15.35,USD,CHIP,US,2024-02-21 13:52:26,APPROVED,AUTH,NONE,0.0013874201598917135,1
T210000000145,A21001196982,C0004841,AC0002420,M0016,Best Buy,5732,68.22,USD,CHIP,US,2024-12-19 04:20:38,APPROVED,CAPTURE,NONE,0.0015572281339216196,0
T210000000146,A21002567163,C0080327,AC0040163,M0010,trchystcs IRVING TX,5812,39.53,USD,SWIPE,US,2025-04-18 00:12:42,APPROVED,AUTH,NONE,0.0015759126388193634,0
T210000000147,A21001167896,C0053411,AC0026705,M0031,ONCRLCTRC,4900,50.08,USD,CONTACTLESS,US,2025-05-28 17:29:29,APPROVED,AUTH,NONE,0.0014104754929883093,0
T210000000148,A21001329808,C0084263,AC0042131,M0003,TOM THUMB,5411,21.16,USD,CHIP,US,2024-04-15 23:09:27,APPROVED,AUTH,NONE,0.0013030686588233697,1
T210000000149,A21000996220,C0037566,AC0018783,M0003,TOM THUMB,5411,30.93,USD,CHIP,US,2024-07-09 07:00:58,APPROVED,AUTH,NONE,0.0013030686588233697,0
T210000000150,A21002038356,C0063426,AC0031713,M0001,KROGER,5411,19.62,USD,CHIP,US,2025-01-09 01:47:47,APPROVED,AUTH,NONE,0.0014811295945980337,0
T210000000151,A21001798482,C0062538,AC0031269,M0001,KROGER-0919 ,5411,35.76,USD,CHIP,US,2024-02-20 09:41:44,APPROVED,CAPTURE,NONE,0.0014811295945980337,0
T210000000152,A21002158943,C0061356,AC0030678,M0000,SQ  *Walmart#8009,5411,44.6,USD,CONTACTLESS,US,2024-12-14 07:27:02,APPROVED,CAPTURE,NONE,0.0015372307086039057,0
T210000000153,A21001769463,C0089441,AC0044720,M0028,mrrtt,3509,175.04,USD,ECOM,US,2024-10-05 10:37:25,APPROVED,CAPTURE,NONE,0.0016728167281672816,0
T210000000154,A21000994499,C0103326,AC0051663,M0019,Cvs Pharmacy,,9.88,USD,CONTACTLESS,US,2024-09-30 09:10:12,APPROVED,CAPTURE,NONE,0.0013572434385762517,0
T210000000155,A21001674688,C0026394,AC0013197,M0001,krgr #2651 HOUSTON TX,5411,79.47,USD,CHIP,US,2025-05-11 00:14:30,APPROVED,CAPTURE,NONE,0.0014811295945980337,0
T210000000156,A21000828111,C0014884,AC0007442,M0004,SP TARGET 6255 FRISCO TX,5311,72.66,USD,CHIP,US,2024-05-13 07:28:22,APPROVED,AUTH,NONE,0.0013874201598917135,0
T210000000157,A21000695232,C0079737,AC0039868,M0000,WALMART 3927,5411,209.79,USD,SWIPE,US,2024-11-23 22:01:17,APPROVED,CAPTURE,NONE,0.0015372307086039057,0
T210000000158,A21000394072,C0056259,AC0028129,M0000,WALMART #1464 HOUSTON TX,5411,34.57,USD,CHIP,US,2024-01-16 14:47:03,APPROVED,AUTH,NONE,0.0015372307086039057,0
T210000000159,A21002057016,C0081472,AC0040736,M0000,PP*walmart ARLINGTON TX,5411,65.92,USD,CONTACTLESS,US,2025-01-16 19:15:21,APPROVED,AUTH,NONE,0.0015372307086039057,0
T210000000160,A21001304106,C0059336,AC0029668,M0014,Exxonmobil,5541,21.87,USD,SWIPE,US,2024-07-27 17:20:40,APPROVED,AUTH,NONE,0.0015794568706373872,2
T210000000161,A21000212851,C0083228,AC0041614,M0029,ATT FRISCO TX,4814,41.96,USD,ECOM,US,2024-05-17 06:56:00,APPROVED,AUTH,NONE,0.0013730326222380432,2
T210000000162,A21002660050,C0046957,AC0023478,M0000,WALMART ,5411,18.33,USD,CHIP,US,2025-04-09 07:36:44,APPROVED,AUTH,NONE,0.0015372307086039057,0
T210000000163,A21000634306,C0105944,AC0052972,M0000,WALMART ,5411,37.82,USD,CHIP,US,2024-10-28 10:36:55,APPROVED,AUTH,NONE,0.0015372307086039057,0
T210000000164,A21000668818,C0043455,AC0021727,M0000,Walmart#6123 ,5411,104.23,USD,CONTACTLESS,US,2024-06-04 16:03:59,APPROVED,AUTH,NONE,0.0015372307086039057,1
T210000000165,A21000757380,C0085618,AC0042809,M0009,Mcdonalds #4695 AUSTIN TX,5814,10.83,USD,ECOM,US,2024-09-09 09:25:15,APPROVED,AUTH,NONE,0.001609937551369718,1
T210000000166,A21001390963,C0089113,AC0044556,M0007,Whataburger#1247,5814,9.55,USD,CHIP,US,2024-02-06 12:43:47,APPROVED,AUTH,NONE,0.0016542371027609354,0
T210000000167,A21001562330,C0021272,AC0010636,M0004,TARGET#3275,5311,35.08,USD,CHIP,US,2024-03-17 01:10:58,APPROVED,AUTH,NONE,0.0013874201598917135,0
T210000000168,A21002447439,C0020435,AC0010217,M0000,walmart #1784,5411,27.25,USD,CHIP,US,2024-12-05 20:47:25,APPROVED,CAPTURE,NONE,0.0015372307086039057,2
T210000000169,A21000540657,C0095116,AC0047558,M0032,PAYPAL *appl-3335 DENTON ,5732,73.35,USD,CHIP,US,2024-06-21 17:11:20,APPROVED,AUTH,NONE,0.0015303709062578258,0
T210000000170,A21000312699,C0058880,AC0029440,M0031,TSYS*Oncor Electric #0750,4900,68.54,USD,CHIP,US,2024-06-28 03:48:32,APPROVED,AUTH,NONE,0.0014104754929883093,0
T210000000171,A21000349078,C0086077,AC0043038,M0025,LYFT,4121,23.54,USD,CHIP,US,2024-08-30 15:42:54,APPROVED,AUTH,NONE,0.001560688486578079,0
T210000000172,A21001027460,C0026926,AC0013463,M0000,PP*WALMART  FRISCO TX,5411,16.9,USD,ECOM,US,2024-01-31 07:12:59,APPROVED,CAPTURE,NONE,0.0015372307086039057,0
T210000000173,A21002477181,C0090893,AC0045446,M0002,H E B HOUSTON TX,5411,34.74,USD,CONTACTLESS,US,2025-04-13 07:19:33,APPROVED,CAPTURE,NONE,0.0015082802806978277,0
T210000000174,A21002230807,C0038785,AC0019392,M0037,TSYS*DcksSprtng,5941,79.29,USD,CHIP,US,2025-05-14 22:32:32,APPROVED,CAPTURE,NONE,0.0014647815564896192,0
T210000000175,A21002452498,C0044573,AC0022286,M0012,SP Strbcks 5248,5814,6.24,USD,CONTACTLESS,US,2024-05-28 01:50:38,APPROVED,CAPTURE,NONE,0.0012995812460429416,0
T210000000176,A21002603077,C0039752,AC0019876,M0000,WALMART  DENTON TX,5411,20.51,USD,ECOM,US,2024-01-09 13:03:16,APPROVED,AUTH,NONE,0.0015372307086039057,0
T210000000177,A21000838950,C0083928,AC0041964,M0016,best buy,5732,199.05,USD,CONTACTLESS,US,2024-05-09 10:59:04,APPROVED,AUTH,NONE,0.0015572281339216196,0
T210000000178,A21002228172,C0053306,AC0026653,M0002,h e b-8950,5411,72.88,USD,CHIP,US,2025-04-23 20:42:51,APPROVED,AUTH,NONE,0.0015082802806978277,0
T210000000179,A21002655418,C0025645,AC0012822,M0003,TOM THUMB,5411,41.98,USD,CHIP,US,2024-11-06 21:26:53,APPROVED,CAPTURE,NONE,0.0013030686588233697,0
T210000000180,A21002144332,C0049569,AC0024784,M0001,TST*  KROGER FRISCO TX,5411,46.11,USD,CHIP,US,2025-02-27 12:04:23,APPROVED,AUTH,NONE,0.0014811295945980337,0
T210000000181,A21000367262,C0033455,AC0016727,M0001,PP*Krgr ARLINGTON TX,5411,33.92,USD,CHIP,US,2024-01-04 19:37:58,APPROVED,CAPTURE,NONE,0.0014811295945980337,0
T210000000182,A21002462187,C0057037,AC0028518,M0000,Walmart,5411,19.23,USD,ECOM,US,2025-01-24 19:16:41,APPROVED,CAPTURE,NONE,0.0015372307086039057,0
T210000000183,A21002511807,C0055027,AC0027513,M0011,SP PAPPADEAUX HOUSTON TX,5812,42.25,USD,ECOM,US,2024-08-09 17:55:11,APPROVED,AUTH,NONE,0.0013375350849638764,0
T210000000184,A21000790882,C0103721,AC0051860,M0022,Netflix,5968,15.33,USD,CHIP,US,2024-04-29 17:54:23,APPROVED,AUTH,NONE,0.000778073878114727,0
T210000000185,A21001823809,C0040573,AC0020286,M0000,WALMART,5411,21.44,USD,CHIP,US,2024-06-30 01:48:31,APPROVED,CAPTURE,NONE,0.0015372307086039057,0
T210000000186,A21001777879,C0018669,AC0009334,M0002,H E B,,39.6,USD,CHIP,US,2025-04-12 15:02:23,APPROVED,CAPTURE,NONE,0.0015082802806978277,0
T210000000187,A21002020455,C0013781,AC0006890,M0021,amazon  5912,5942,43.51,USD,CHIP,US,2024-08-17 08:43:19,APPROVED,AUTH,NONE,0.0020371502120488175,0
T210000000188,A21001185656,C0007787,AC0003893,M0000,walmart#1560,5411,94.64,USD,CONTACTLESS,US,2024-03-20 01:31:36,APPROVED,CAPTURE,NONE,0.0015372307086039057,0
T210000000189,A21000303737,C0031365,AC0015682,M0002,PP*h e b,5411,10.03,USD,CHIP,US,2024-08-24 10:46:08,APPROVED,AUTH,NONE,0.0015082802806978277,0
T210000000190,A21001612920,C0062716,AC0031358,M0000,TSYS*walmart #9802 DALLAS,5411,20.97,USD,CONTACTLESS,US,2024-03-21 00:44:05,APPROVED,CAPTURE,NONE,0.0015372307086039057,0
T210000000191,A21002585621,C0103330,AC0051665,M0007,whataburger-4363 HOUSTON ,5814,8.91,USD,CONTACTLESS,US,2024-05-29 21:59:31,APPROVED,CAPTURE,NONE,0.0016542371027609354,0
T210000000192,A21001700947,C0101863,AC0050931,M0000,walmart 9080 FRISCO TX,5411,58.37,USD,ECOM,US,2025-04-04 03:49:34,APPROVED,CAPTURE,NONE,0.0015372307086039057,0
T210000000193,A21002352775,C0092435,AC0046217,M0004,trgt#5119  DENTON TX,5311,37.51,USD,CONTACTLESS,US,2025-03-24 08:22:50,APPROVED,CAPTURE,NONE,0.0013874201598917135,0
T210000000194,A21000403295,C0065380,AC0032690,M0031,ONCOR ELECTRIC DALLAS TX,4900,41.53,USD,CONTACTLESS,US,2025-03-01 11:00:41,APPROVED,AUTH,NONE,0.0014104754929883093,1
T210000000195,A21001595344,C0031368,AC0015684,M0021,TSYS*amazon#7763 HOUSTON ,5942,36.95,USD,CHIP,US,2025-01-20 08:52:50,APPROVED,CAPTURE,NONE,0.0020371502120488175,0
T210000000196,A21001894334,C0073320,AC0036660,M0007,Whataburger#8899 PLANO TX,5814,7.38,USD,CHIP,US,2025-04-01 10:29:14,APPROVED,CAPTURE,NONE,0.0016542371027609354,0
T210000000197,A21002520304,C0033623,AC0016811,M0002,HB,5411,51.28,USD,SWIPE,US,2025-04-15 19:32:16,APPROVED,CAPTURE,NONE,0.0015082802806978277,1
T210000000198,A21000165204,C0068479,AC0034239,M0001,Kroger #3775 PLANO TX,5411,15.48,USD,CHIP,US,2024-09-21 12:00:39,APPROVED,AUTH,NONE,0.0014811295945980337,1
T210000000199,A21001086525,C0088153,AC0044076,M0001,Kroger-5481 FRISCO TX,5411,31.7,USD,ECOM,US,2025-06-07 12:13:51,APPROVED,AUTH,NONE,0.0014811295945980337,1
